timestamp,ward_id,pm25,pm10,no2,co,so2,o3,aod_value,fire_points_100km
2025-03-22 20:00:00,W001,80.0,126.02992829004414,57.00261199984592,1.6855493477431116,12.809787999215114,42.03844312830074,,7
2025-03-22 21:00:00,W001,85.85071229516849,153.9703662923412,50.74214054395531,2.8902195371321486,23.417431163673015,30.36128940344545,,2
2025-03-22 22:00:00,W001,86.39167654808388,154.20672360474774,55.622368521413776,2.6822678015914305,6.507219657048255,3.8519151528340747,,1
2025-03-22 23:00:00,W001,98.66783696478588,150.53670323249997,35.66632844299037,1.752259579945779,13.271984050428182,3.799662106574509,,1
2025-03-23 00:00:00,W001,122.84650111442767,174.22563119171065,69.91173888348072,1.9237927997978925,12.81110947757614,4.2909758228323795,,0
2025-03-23 01:00:00,W001,118.24955038213487,196.3147760969855,56.61192717220339,2.4682294504986793,14.95532922821467,5.46216193962976,,0
2025-03-23 02:00:00,W001,114.11254098968368,198.75062530636313,51.8865789142616,2.949501470314319,8.866182012772741,6.018020846077295,,1
2025-03-23 03:00:00,W001,137.58947912332619,264.992268961318,58.89728503184635,4.223051023192628,12.097610609115984,5.54730575305075,,2
2025-03-23 04:00:00,W001,146.54205214828718,286.77254945122553,59.53303227216761,4.731893282925136,18.94561715327033,4.700319585256393,,0
2025-03-23 05:00:00,W001,136.04573114443417,233.6290391244854,62.48282187548082,3.692650017721995,13.652993445602005,4.316141625250884,,2
2025-03-23 06:00:00,W001,141.7795586837802,262.6157373150925,80.4935468279879,3.635547488903707,9.65136047396614,7.057238055202683,,5
2025-03-23 07:00:00,W001,131.85033742321525,219.34384320504276,56.79753710932101,2.167366412317109,25.400251299496993,3.2883026305219043,,1
2025-03-23 08:00:00,W001,122.87935737733987,227.037957898502,83.36409196919091,1.8410904016474665,15.245499053335218,5.047351842451934,,2
2025-03-23 09:00:00,W001,120.6208557130964,183.69119911204058,71.87978276360455,3.283876128592193,18.066719783092605,40.32923874796842,,1
2025-03-23 10:00:00,W001,86.25956647191981,139.96812295499004,60.11213643386196,2.268367849544227,18.820721562675743,38.965220291206634,0.8800099280661736,0
2025-03-23 11:00:00,W001,58.159842337032345,103.5557395218841,28.141671801114178,2.071618615597009,14.646210886077954,19.994869098665557,0.8800099280661736,3
2025-03-23 12:00:00,W001,50.30954516471452,70.98147462508553,42.057905353742996,1.4072835393053786,11.05128181059658,57.55880489222639,0.8800099280661736,2
2025-03-23 13:00:00,W001,36.48612384322671,66.89646108509754,27.300224734017466,0.7448384649436981,15.995988379537241,45.54067364406229,0.8800099280661736,2
2025-03-23 14:00:00,W001,43.95122144783315,83.5653935332245,42.288485811243916,1.309701128393503,11.49944184924153,39.12980995018326,0.8800099280661736,2
2025-03-23 15:00:00,W001,32.33573817023167,53.01395758590355,26.384575398527275,1.5293966714910319,16.85784398307347,17.43248288125896,0.8800099280661736,1
2025-03-23 16:00:00,W001,14.317608833179133,23.892730951809614,17.12600858978947,0.8618578037893962,14.178798300036519,38.2875958499128,0.8800099280661736,0
2025-03-23 17:00:00,W001,41.27057948368453,78.85855739855582,39.04233868558292,0.8102474797010907,20.14707504836842,3.729971705050852,0.8800099280661736,2
2025-03-23 18:00:00,W001,40.15687702801804,74.90834852342508,34.88511933623872,1.5558086894424656,9.292497704950497,25.561778001548085,0.8800099280661736,2
2025-03-23 19:00:00,W001,43.554112395535086,68.50581449299449,31.066890539514176,1.3653201294649042,18.592584615549477,29.12002039207673,0.8800099280661736,3
